X,Y,Depth (m)
363653.70869083604,5800885.364332534,4.60
363653.38464307436,5800886.070018507,4.72
363653.0234124111,5800886.762264552,4.84
363652.63019777613,5800887.456508464,4.96
363652.21419707197,5800888.140253086,5.06
363651.7682336919,5800888.7758558905,5.14
363651.297656126,5800889.408800804,5.23
363650.79717315576,5800890.020313682,5.31
363650.2633746901,5800890.63497428,5.37
363649.69691539975,5800891.227166123,5.46
363649.088597413,5800891.809386397,5.52
363648.45436873706,5800892.366725242,5.60
363647.7980351971,5800892.913546018,5.66
363647.12777078926,5800893.449622586,5.75
363646.4518110447,5800893.976953042,5.82
363645.76535702974,5800894.494557191,5.87
363645.0763323427,5800895.01779743,5.94
363644.38616085774,5800895.5488603115,5.97
363643.68985902925,5800896.080092909,6.01
363642.9919488584,5800896.602466329,6.08
363642.29341920966,5800897.127082939,6.13
363641.6226636453,5800897.645366332,6.17
363641.0227270911,5800898.111606597,6.20
363640.42136677774,5800898.575660388,6.24
363639.7816724839,5800899.058582471,6.26
363639.13863403007,5800899.543823118,6.31
363638.46952679654,5800900.023107309,6.35
363637.7898637303,5800900.490440963,6.38
363637.0933870639,5800900.966030746,6.41
363636.3901604231,5800901.444033346,6.45
363635.6817965015,5800901.908822522,6.48
363634.9722857855,5800902.381434348,6.51
363634.2497407553,5800902.85106802,6.56
363633.52050730225,5800903.325338764,6.60
363632.7979317728,5800903.793860532,6.62
363632.0617638583,5800904.263871489,6.66
363631.3282899681,5800904.732695044,6.70
363630.5887472803,5800905.203912589,6.73
363629.8475346719,5800905.664046727,6.75
363629.10229675996,5800906.126518313,6.80
363628.3493507634,5800906.581412497,6.84
363627.59160597995,5800907.035326615,6.87
363626.84367459733,5800907.498986066,6.91
363626.10202770063,5800907.968036602,6.96
363625.3487703793,5800908.4362955615,7.01
363624.5944935172,5800908.892340151,7.03
363623.834363287,5800909.358563593,7.08
363623.0786012749,5800909.810197631,7.12
363622.3278229701,5800910.269484692,7.16
363621.5720612311,5800910.721118967,7.21
363620.8067325605,5800911.17190513,7.24
363620.02821981924,5800911.589667063,7.28
363619.24456975464,5800911.99421561,7.32
363618.47002524487,5800912.382930685,7.37
363617.71142459847,5800912.781221428,7.41
363616.95180028176,5800913.191783327,7.45
363616.19777927746,5800913.6077551525,7.49
363615.45586545597,5800914.017827181,7.52
363614.7230223147,5800914.435439123,7.58
363613.99634054105,5800914.853993641,7.62
363613.2638361894,5800915.283839139,7.66
363612.53748914204,5800915.739112739,7.71
363611.81615252397,5800916.22763699,7.76
363611.1041943835,5800916.734822354,7.81
363610.40585559164,5800917.2661163295,7.85
363609.7255657398,5800917.809153615,7.89
363609.0543465994,5800918.359730782,7.93
363608.3894735202,5800918.917923233,7.98
363607.7187779106,5800919.487406653,8.02
363607.0498489385,5800920.046824521,8.07
363606.3698676261,5800920.600983499,8.12
363605.6915606093,5800921.141740561,8.17
363605.0250489529,5800921.68996209,8.21
363604.361323652,5800922.2403325485,8.26
363603.7087125487,5800922.798186318,8.30
363603.0602193455,5800923.357039187,8.34
363602.39729876956,5800923.911839551,8.37
363601.77701853914,5800924.430957701,8.44
363601.227987427,5800924.913601825,8.47
363600.7293664022,5800925.370365413,8.51
363600.2537202907,5800925.819815341,8.51
363599.80844952253,5800926.258407865,8.55
363599.37915735185,5800926.68320251,8.57
363598.98095244676,5800927.098233002,8.59
363598.6156628194,5800927.495657928,8.61
363598.27409078204,5800927.887974551,8.63
363597.93691357435,5800928.291299298,8.65
363597.61385612836,5800928.687555434,8.67
363597.3216088846,5800929.064038293,8.68
363597.0499851941,5800929.422142792,8.70
363596.79684523994,5800929.783074641,8.72
363596.5503322508,5800930.137145245,8.73
363596.3146255333,5800930.487577852,8.74
363596.09096428344,5800930.829886264,8.75
363595.8767161962,5800931.1674822625,8.76
363595.67302812333,5800931.492543284,8.77
363595.48017709155,5800931.815078421,8.77
363595.29054720345,5800932.130846571,8.78
363595.1088758026,5800932.438603643,8.79
363594.93804143625,5800932.743834827,8.83
363594.7723485654,5800933.037793977,8.85
363594.6148912066,5800933.333751138,8.82
363594.460562639,5800933.619604946,8.82
363594.307969758,5800933.894280984,8.82
363594.1661215577,5800934.1630947655,8.84
363594.02607060364,5800934.42295502,8.87
363593.8838838388,5800934.679535476,8.88
363593.7490667292,5800934.931460062,8.89
363593.619391102,5800935.172112611,8.90
363593.4931212906,5800935.412670897,8.90
363593.37400565867,5800935.640788463,8.90
363593.2603701032,5800935.869867326,8.90
363593.1519375881,5800936.089898392,8.91
363593.04607581627,5800936.30429344,8.92
363592.94699487556,5800936.517387834,8.92
363592.84974195214,5800936.722640821,8.92
363592.75914673094,5800936.922144664,8.93
363592.67065656174,5800937.123816194,8.93
363592.58139289485,5800937.322170217,8.93
363592.4955350363,5800937.520429971,8.94
363592.41227869823,5800937.714165827,8.95
363592.33580318623,5800937.906601029,8.95
363592.2592045532,5800938.094587746,8.95
363592.1860425088,5800938.283592318,8.95
363592.1168443028,5800938.468035283,8.95
363592.05170228047,5800938.651253007,8.96
363591.9850440335,5800938.828947833,8.97
363591.92386585363,5800939.007603951,8.98
363591.8640807804,5800939.187334484,8.98
363591.8083211072,5800939.3647276545,8.98
363591.7551937321,5800939.538709045,8.99
363591.70606097416,5800939.709240952,9.00
363591.6637090363,5800939.8784722,9.00
363591.6220074796,5800940.046572475,9.00
363591.5817605918,5800940.217971407,9.01
363591.53863515775,5800940.383885146,9.01
363591.50086665864,5800940.546311693,9.01
363591.4665347431,5800940.709756092,9.02
363591.4339692703,5800940.863134839,9.01
363591.40431313124,5800941.023110896,9.02
363591.37165531644,5800941.173153278,9.02
363591.3410717653,5800941.3242512215,9.02
363591.3083216085,5800941.47095724,9.02
363591.2795660652,5800941.614213769,9.02
363591.2507797416,5800941.756358179,9.02
363591.22338652133,5800941.899577005,9.01
363591.19924518967,5800942.0371409515,9.02
363591.1743919179,5800942.173611632,9.01
363591.14811476425,5800942.307895777,9.02
363591.1218376125,5800942.442179922,9.02
363591.0960569283,5800942.569772487,9.02
363591.07433242025,5800942.696139804,9.02
363591.05065678206,5800942.82590005,9.03
363591.03023303096,5800942.950005419,9.04
363591.0110792533,5800943.070736716,9.03
363590.99465011444,5800943.191392597,9.04
363590.9754963389,5800943.312123896,9.04
363590.9576125366,5800943.42948112,9.05
363590.9417414311,5800943.545669663,9.04
363590.92930690525,5800943.662876058,9.05
363590.91535615036,5800943.774559555,9.05
363590.90347965626,5800943.887298611,9.05
363590.89021006215,5800943.998963252,9.06
363590.8742158318,5800944.110703311,9.05
363590.8581600378,5800944.220219123,9.05
363590.84693392366,5800944.331827205,9.05
363590.83617349365,5800944.435631582,9.05
363590.82550541084,5800944.542772324,9.06
363590.8166961125,5800944.643183773,9.05
363590.8058741194,5800944.744763907,9.05
363590.7950521271,5800944.846344042,9.05
363590.7861812656,5800944.94453125,9.05
363590.7786727229,5800945.04268075,9.06
363590.7697710801,5800945.139755837,9.07
363590.7636864213,5800945.240091873,9.07
363590.7561163154,5800945.33601713,9.07
363590.74848464516,5800945.429718144,9.07
363590.7435468292,5800945.522231623,9.07
363590.737369825,5800945.619231294,9.08
363590.73317473347,5800945.713950163,9.08
363590.7261934414,5800945.8065202,9.08
363590.7225871625,5800945.89788385,9.09
363590.7176493482,5800945.990397328,9.08
363590.7126807519,5800946.081798685,9.09
363590.70761980885,5800946.169863678,9.09
363590.70262043073,5800946.260152912,9.09
363590.6989218063,5800946.348180196,9.09
363590.69252932846,5800946.437395017,9.09
363590.6909049634,5800946.526477861,9.10
363590.6885378752,5800946.613355317,9.11
363590.6889262049,5800946.70126948,9.10
363590.68866415834,5800946.7903146185,9.10
363590.68490397034,5800946.876117659,9.11
363590.6832488239,5800946.964088383,9.10
363590.6801697953,5800947.049872571,9.11
363590.67851464916,5800947.137843293,9.10
363590.6761475621,5800947.224720748,9.11
363590.6765666752,5800947.313747033,9.11
363590.67277570604,5800947.398437953,9.12
363590.6745571371,5800947.487426529,9.12
363590.672220833,5800947.575416106,9.11
363590.66935728234,5800947.668985144,9.11
363590.6684756433,5800947.760273378,9.12
363590.6668512811,5800947.849356224,9.12
363590.6666815835,5800947.941737725,9.13
363590.6651495687,5800948.034156935,9.13
363590.6691283885,5800948.128649559,9.13
363590.6704133558,5800948.2243297165,9.12
363590.6764048692,5800948.317653657,9.13
363590.6811571948,5800948.415463791,9.13
363590.6906468484,5800948.512029827,9.13
363590.7008484427,5800948.609689129,9.14
363590.71238157176,5800948.706198604,9.13
363590.7240070476,5800948.806044443,9.12
363590.7396271276,5800948.902440795,9.13
363590.7560514952,5800949.003266778,9.13
363590.77513893193,5800949.101793105,9.12
363590.79357599164,5800949.201450406,9.13
363590.8141180912,5800949.303275389,9.12
363590.8345370607,5800949.400651886,9.11
363590.85699950485,5800949.497971822,9.13
363590.8787192252,5800949.593086368,9.13
363590.9037523903,5800949.684770283,9.13
363590.9268652085,5800949.780959243,9.14
363590.9540341943,5800949.87592296,9.11
363590.9804604561,5800949.968681288,9.10
363591.00806433987,5800950.05472918,9.06
363591.0357297876,5800950.143001315,9.06
363591.06469598657,5800950.229011499,9.06
363591.0922690856,5800950.31394727,9.07
363591.1212045005,5800950.398845335,9.08
363591.1494587561,5800950.483762251,9.10
363591.1776822285,5800950.567567046,9.13
363591.2051937595,5800950.650278574,9.14
363591.2332941011,5800950.729634884,9.13
363591.26145600644,5800950.811215435,9.13
363591.2896486933,5800950.893908111,9.14
363591.3178413791,5800950.976600788,9.14
363591.3445794008,5800951.055994805,9.14
363591.3700166697,5800951.137650773,9.13
363591.3975281948,5800951.220362301,9.14
363591.4221919572,5800951.298700759,9.13
363591.4476907883,5800951.382580971,9.14
363591.47250846034,5800951.466480036,9.13
363591.49735691375,5800951.551491224,9.12
363591.52220536664,5800951.636502411,9.13
363591.54643422493,5800951.723756697,9.12
363591.57128267625,5800951.808767883,9.11
363591.59625425545,5800951.898227558,9.11
363591.6212566163,5800951.988799353,9.12
363591.6482101042,5800952.075978223,9.12
363591.6724697407,5800952.16434463,9.12
363591.69323123945,5800952.249468939,9.12
363591.71046381805,5800952.330239031,9.12
363591.7102672749,5800952.397022884,9.13
363591.68100035866,5800952.447916769,9.13
363591.5747049624,5800952.474231345,9.13
363591.31858161965,5800952.53029138,9.15
363590.88108080695,5800952.806175667,9.15
363590.406115588,5800953.2800932955,9.16
363589.977303465,5800953.82062488,9.18
363589.6032492941,5800954.443113869,9.19
363589.2734049733,5800955.086638663,9.20
363588.9488253078,5800955.723339921,9.22
363588.61551774724,5800956.340249263,9.21
363588.24821396614,5800956.960325577,9.22
363587.8708160531,5800957.585133219,9.23
363587.49710107537,5800958.219855716,9.24
363587.147961575,5800958.905094788,9.25
363586.81247218046,5800959.615554452,9.24
363586.489112739,5800960.37019733,9.25
363586.17482392845,5800961.132379975,9.25
363585.8708757091,5800961.898728314,9.23
363585.58184755617,5800962.686923157,9.23
363585.3066889059,5800963.483637904,9.26
363585.0249034909,5800964.28721394,9.23
363584.73215810664,5800965.088867429,9.24
363584.4300036832,5800965.87074786,9.27
363584.12726446684,5800966.631498001,9.26
363583.8331341072,5800967.383106078,9.26
363583.560058111,5800968.1319054365,9.26
363583.3309763748,5800968.893955679,9.26
363583.12579673727,5800969.65757026,9.27
363582.9238651277,5800970.440015497,9.26
363582.71304388583,5800971.246079263,9.26
363582.51188203564,5800972.05632756,9.26
363582.3330405671,5800972.884878573,9.26
363582.1890265415,5800973.740289883,9.26
363582.0734940566,5800974.61494633,9.25
363581.98706657847,5800975.482119285,9.24
363581.92156634084,5800976.366520538,9.23
363581.8695660932,5800977.246096206,9.22
363581.8327051995,5800978.13081767,9.21
363581.809094112,5800979.026302107,9.21
363581.7943072665,5800979.920429308,9.18
363581.8003244806,5800980.827336315,9.19
363581.8194067709,5800981.738333564,9.18
363581.8468515123,5800982.631291754,9.16
363581.89844448667,5800983.534711232,9.17
363581.9513689769,5800984.436980881,9.14
363582.01175536425,5800985.3379310025,9.15
363582.09077916224,5800986.247269012,9.13
363582.17376672465,5800987.152045407,9.13
363582.2701310549,5800988.0475477325,9.09
363582.3753503522,5800988.942804945,9.06
363582.48323266546,5800989.835762495,9.04
363582.5905569366,5800990.733187392,9.04
363582.6954683073,5800991.617323395,9.03
363582.7875916753,5800992.507378255,9.00
363582.8446952932,5800993.412871154,8.97
363582.8641200312,5800994.311616226,8.95
363582.8728926154,5800995.219559951,8.93
363582.8876724388,5800996.122885497,8.92
363582.91400106746,5800997.024778388,8.88
363582.9426194309,5800997.935511688,8.86
363582.97120701126,5800998.845132866,8.83
363583.0032311356,5800999.755771895,8.80
363583.02872469707,5801000.652123037,8.77
363583.0495425554,5801001.551942529,8.73
363583.07649466826,5801002.4271068,8.70
363583.105393993,5801003.32336367,8.67
363583.1325577124,5801004.230798322,8.65
363583.1428812593,5801005.120891549,8.61
363583.12388454843,5801006.010683419,8.53
363583.06683577655,5801006.904867531,8.49
363582.98628928885,5801007.787459376,8.43
363582.8975998218,5801008.671389607,8.43
363582.79615325213,5801009.562350816,8.33
363582.6972158373,5801010.445451756,8.30
363582.5907242496,5801011.326535863,8.33
363582.4741078178,5801012.211239164,8.28
363582.3535584654,5801013.1016162075,8.23
363582.22638238105,5801013.998854537,8.20
363582.10047629866,5801014.892718796,8.15
363581.9811662722,5801015.778609656,8.09
363581.8808361236,5801016.660636214,8.06
363581.78118717135,5801017.5426439205,8.01
363581.6680999965,5801018.431701463,7.98
363581.53841901926,5801019.312314563,7.93
363581.3955807765,5801020.185501065,7.88
363581.24184421706,5801021.058989258,7.84
363581.0928757626,5801021.932345469,7.78
363580.97368931817,5801022.822684855,7.73
363580.89400952857,5801023.71193064,7.66
363580.8308620469,5801024.607396629,7.63
363580.7764771682,5801025.499281137,7.57
363580.7033934731,5801026.380553524,7.52
363580.6208083999,5801027.238716479,7.44
363580.54878695623,5801028.059858884,7.37
363580.4741333126,5801028.884413076,7.30
363580.36972471443,5801029.71758176,7.26
363580.2020618162,5801030.555840364,7.19
363579.9870611846,5801031.3831666615,7.15
363579.75970762974,5801032.207496007,7.08
363579.51083452825,5801033.042437834,7.00
363579.25561569794,5801033.869764525,6.93
363578.99361628084,5801034.69839191,6.88
363578.7234124153,5801035.526133455,6.78
363578.4599585432,5801036.351462219,6.72
363578.2043668119,5801037.189929047,6.62
363577.9311885179,5801038.033334624,6.54
363577.6398695186,5801038.861660767,6.43
363577.3348045597,5801039.68591556,6.32
363577.02701512794,5801040.510245799,6.14
363576.7190718756,5801041.329015451,6.02
363576.4068225123,5801042.164598939,5.90
363576.11036275973,5801043.004197251,5.78
363575.827402881,5801043.838969975,5.63
363575.5315937053,5801044.677437347,5.52
363575.22343166394,5801045.512907786,5.36
363574.8943735775,5801046.332262108,5.26
363574.5510115628,5801047.152012435,5.15
363574.18768095813,5801047.964524769,5.08
363573.8020612517,5801048.759846589,5.02
363573.4062860813,5801049.557675531,4.97
363573.01103825425,5801050.349925045,4.93
363572.6264079667,5801051.1563493265,4.88
363572.21904992964,5801051.978984465,4.83
363571.82516479946,5801052.771196369,4.82
363571.4253342324,5801053.570250746,4.77
363571.00268738193,5801054.357694093,4.75
363570.5693616946,5801055.128738509,4.69
363570.1219168572,5801055.9068516875,4.70
363569.6761461407,5801056.671562878,4.68
363569.23443164246,5801057.435048852,4.67
363568.7768046791,5801058.190071607,4.65
363568.30685570306,5801058.943209589,4.65
363567.821336739,5801059.6756321695,4.68
363567.3048585913,5801060.39778216,4.72
363566.7821617322,5801061.0922800265,4.75
363566.27999168343,5801061.789548593,4.80
