X,Y,Depth (m)
363623.92735145544,5800458.304882454,5.41
363623.07500058523,5800458.22495881,5.41
363622.20635751064,5800458.172197424,5.40
363621.3345501694,5800458.152912906,5.39
363620.4521551697,5800458.12056582,5.38
363619.56205553,5800458.0561558725,5.37
363618.6834443953,5800457.988089291,5.37
363617.7880222254,5800457.903793429,5.37
363616.90272609936,5800457.815878629,5.36
363616.0178957592,5800457.720160292,5.35
363615.1283010361,5800457.60008855,5.35
363614.2539436617,5800457.464013741,5.34
363613.3799905081,5800457.317911145,5.33
363612.5074920667,5800457.175107368,5.33
363611.6311216183,5800457.040201691,5.31
363610.7605744251,5800456.89400531,5.31
363609.8904622156,5800456.738893266,5.30
363609.0179327716,5800456.594977981,5.30
363608.15450961393,5800456.435229256,5.31
363607.280898768,5800456.276875558,5.29
363606.40177229745,5800456.140934085,5.27
363605.5182157003,5800456.017358053,5.28
363604.63076052954,5800455.876082496,5.27
363603.74900549906,5800455.719067749,5.27
363602.8729198262,5800455.545201689,5.27
363601.99475962995,5800455.370280215,5.26
363601.11495158594,5800455.23435853,5.25
363600.2293201982,5800455.109727872,5.25
363599.3304992448,5800454.976558584,5.24
363598.4486165807,5800454.839581805,5.24
363597.59228194854,5800454.689655493,5.24
363596.73099401325,5800454.533188566,5.22
363595.864875876,5800454.374629508,5.21
363595.0110546836,5800454.192357875,5.22
363594.1852601998,5800453.988164306,5.22
363593.37315587385,5800453.761332557,5.19
363592.5667516334,5800453.518761577,5.19
363591.7411149349,5800453.295643504,5.20
363590.8995862408,5800453.114145355,5.19
363590.03913288563,5800452.96322134,5.18
363589.180476931,5800452.803343949,5.18
363588.3371854732,5800452.607426368,5.18
363587.5003717639,5800452.374601561,5.17
363586.6724488074,5800452.118158413,5.17
363585.8391374982,5800451.864090471,5.16
363584.99891739234,5800451.63136035,5.17
363584.14088886103,5800451.420269713,5.15
363583.2705673778,5800451.20840647,5.15
363582.39207108447,5800450.996769623,5.14
363581.51518747956,5800450.76950668,5.15
363580.64933062147,5800450.521905198,5.13
363579.81518356723,5800450.262296514,5.13
363579.014201112,5800449.993979268,5.13
363578.22857899824,5800449.714107293,5.12
363577.42821602547,5800449.443547203,5.11
363576.61329282285,5800449.213457246,5.10
363575.76235276,5800449.012188596,5.10
363574.9006976633,5800448.817894494,5.10
363574.02352815913,5800448.629594809,5.09
363573.1646245688,5800448.460823221,5.10
363572.3177983257,5800448.285039663,5.08
363571.47657977825,5800448.0901805,5.07
363570.629076198,5800447.889930574,5.07
363569.76955669693,5800447.69891716,5.07
363568.89736681484,5800447.542756748,5.06
363568.01616298174,5800447.405766524,5.05
363567.1325152343,5800447.254375457,5.06
363566.25589919096,5800447.086095317,5.05
363565.37702391605,5800446.910087056,5.05
363564.5010581838,5800446.74067625,5.04
363563.61803383636,5800446.562557197,5.04
363562.7360292669,5800446.396652772,5.04
363561.8473354857,5800446.235385554,5.03
363560.9602503686,5800446.082977748,5.00
363560.0736269536,5800445.94725191,5.02
363559.1917412963,5800445.810282112,5.01
363558.3138198141,5800445.668750845,5.02
363557.44218325353,5800445.532610624,5.02
363556.57005012024,5800445.403162136,5.01
363555.69701625674,5800445.290433328,5.00
363554.82664568897,5800445.175405003,5.00
363553.9499861464,5800445.079471459,4.99
363553.0728608355,5800444.991341772,4.99
363552.200596443,5800444.906416601,4.98
363551.3251413754,5800444.829370715,4.97
363550.44816988485,5800444.746802098,4.96
363549.5682540154,5800444.681009741,4.96
363548.6852398418,5800444.626433036,4.95
363547.79739155446,5800444.594249774,4.96
363546.91390770394,5800444.571962605,4.95
363546.0266482473,5800444.536424439,4.94
363545.1342815083,5800444.488785121,4.94
363544.24857309036,5800444.435396767,4.93
363543.3566104383,5800444.377729824,4.93
363542.4711829489,5800444.309865359,4.92
363541.5827534188,5800444.232067406,4.93
363540.6926842992,5800444.144298246,4.91
363539.80338873604,5800444.059846749,4.91
363538.91424708045,5800443.980956013,4.91
363538.02882329014,5800443.888606831,4.77
363537.13213033037,5800443.78321412,4.90
363536.2261772319,5800443.688094701,4.89
363535.3290800627,5800443.592730261,4.88
363534.4274644201,5800443.4819094585,4.88
363533.52690328506,5800443.359929892,4.86
363532.6268077943,5800443.230146784,4.85
363531.7437775911,5800443.076518927,4.84
363530.8918991009,5800442.915350902,4.85
363530.0346053372,5800442.730960517,4.84
363529.1705954121,5800442.525609736,4.83
363528.3150372768,5800442.330041858,4.83
363527.44117826485,5800442.138319746,4.82
363526.5714373437,5800441.947596739,4.80
363525.7006764085,5800441.744659417,4.80
363524.80823923997,5800441.546774309,4.79
363523.9383749245,5800441.35160328,4.79
363523.07572691946,5800441.146215836,4.79
363522.1949665776,5800440.926861389,4.78
363521.30832143396,5800440.716573823,4.78
363520.4268759153,5800440.521724066,4.78
363519.5448414719,5800440.330229691,4.76
363518.66974241845,5800440.1429953305,4.76
363517.79173361347,5800439.949163849,4.75
363516.89483508084,5800439.762533408,4.75
363516.0100408697,5800439.594488508,4.75
363515.13187411765,5800439.419582411,4.74
363514.25714423775,5800439.245694275,4.74
363513.38656325464,5800439.073917355,4.74
363512.5203467344,5800438.9120364925,4.73
363511.6480914728,5800438.753661914,4.73
363510.7617766952,5800438.604580591,4.73
363509.8693923845,5800438.457893442,4.71
363508.9907557838,5800438.3152776575,4.71
363508.1126463757,5800438.167082564,4.69
363507.225619334,5800438.016908616,4.69
363506.3348128178,5800437.877969219,4.67
363505.43431134324,5800437.758218998,4.65
363504.5469379579,5800437.644783239,4.66
363503.65275223023,5800437.531536285,4.66
363502.7618186164,5800437.412634565,4.64
363501.86159411795,5800437.302894079,4.64
363500.9542456173,5800437.206706719,4.63
363500.0570847197,5800437.109124427,4.62
363499.149736134,5800437.012937399,4.62
363498.2585830252,5800436.910737163,4.60
363497.37492339814,5800436.808329568,4.60
363496.4926569853,5800436.70699652,4.61
363495.59540347743,5800436.606078675,4.60
363494.6913992273,5800436.507573895,4.59
363493.80247438373,5800436.4119905885,4.56
363492.917760074,5800436.320742726,4.56
363492.02967037586,5800436.230701475,4.56
363491.1230950371,5800436.137833412,4.56
363490.2223698937,5800436.059272152,4.56
363489.31235389883,5800435.989872153,4.54
363488.4021838696,5800435.914911718,4.53
363487.49284903775,5800435.845493186,4.51
363486.57954999723,5800435.780636506,4.53
363485.6813611842,5800435.719813403,4.52
363484.7958076964,5800435.647510776,4.50
363483.9134447157,5800435.567329128,4.50
363483.0377399899,5800435.481398362,4.50
363482.16609180404,5800435.394242424,4.48
363481.2984385542,5800435.303637071,4.49
363480.46726007364,5800435.225377322,4.49
363479.646916054,5800435.169077103,4.50
363478.7955126578,5800435.123654037,4.48
363477.91886935977,5800435.102302637,4.45
363477.0366458633,5800435.125624898,4.47
363476.17132277775,5800435.1929981625,4.45
363475.3750159898,5800435.290736221,4.46
363474.6110007068,5800435.422082186,4.44
363473.8370750477,5800435.564832505,4.45
363473.05442020285,5800435.687791206,4.45
363472.23213439056,5800435.782910428,4.44
363471.3827297061,5800435.834261994,4.43
363470.53323615424,5800435.857791825,4.45
363469.6900928337,5800435.864451303,4.43
363468.85639431234,5800435.86751039,4.43
363468.0035905463,5800435.869985846,4.43
363467.1363577286,5800435.86840923,4.42
363466.2663110816,5800435.839086365,4.41
363465.39586745464,5800435.7708205655,4.41
363464.5303191334,5800435.682385792,4.41
363463.6764784056,5800435.573593338,4.43
363462.79337555566,5800435.466724573,4.41
363461.89936949115,5800435.384643414,4.41
363460.9926356674,5800435.310705797,4.42
363460.09937237366,5800435.230830333,4.41
363459.20406883245,5800435.126526121,4.41
363458.31876804604,5800435.014154167,4.40
363457.4381125929,5800434.89720179,4.39
363456.5568066689,5800434.78138056,4.39
363455.6529892995,5800434.66507012,4.38
363454.75511464645,5800434.5664028,4.37
363453.84181812475,5800434.477066652,4.36
363452.9313080993,5800434.389879427,4.36
363452.0323481367,5800434.301259429,4.35
363451.1466122232,5800434.197804592,4.34
363450.2644398947,5800434.075330633,4.31
363449.36950899847,5800433.959888123,4.31
363448.47943566646,5800433.872135554,4.33
363447.58251576364,5800433.80794527,4.32
363446.6843874188,5800433.749353495,4.31
363445.7895111466,5800433.685106918,4.30
363444.9293159618,5800433.617673755,4.30
363444.0621269877,5800433.519271222,4.30
363443.1819979982,5800433.396741907,4.30
363442.3187798663,5800433.244806917,4.29
363441.4686008733,5800433.071364325,4.29
363440.6214582331,5800432.884482067,4.29
363439.75161924434,5800432.690437934,4.28
363438.89199863584,5800432.49611085,4.28
363438.0353801799,5800432.311717505,4.27
363437.1983016522,5800432.118992122,4.27
363436.3649748701,5800431.889434791,4.27
363435.5260441005,5800431.65446799,4.26
363434.67958889797,5800431.4185968265,4.25
363433.82786863996,5800431.189549521,4.25
363432.9858704017,5800430.966910846,4.26
363432.1517695324,5800430.734036732,4.25
363431.3101134158,5800430.499146141,4.25
363430.4678376097,5800430.266498807,4.22
363429.6121527994,5800430.042013956,4.25
363428.7384444405,5800429.831384321,4.22
363427.86783069046,5800429.634024782,4.23
363426.9930062237,5800429.432330168,4.22
363426.12861584127,5800429.238137418,4.21
363425.2735777296,5800429.037007841,4.20
363424.39928019,5800428.829734205,4.21
363423.51556529384,5800428.651658989,4.22
363422.6219400143,5800428.48498827,4.22
363421.76178743,5800428.320729151,4.20
363420.96182633966,5800428.188191577,4.22
363420.1542175821,5800428.050301169,4.21
363419.3257437055,5800427.872921972,4.20
363418.5077104996,5800427.654073559,4.19
363417.7177683221,5800427.3910409,4.19
363417.0103782866,5800427.13017278,4.18
363416.33432480635,5800426.868436432,4.18
363415.6346163247,5800426.58954806,4.17
363414.9003806849,5800426.319407351,4.17
363414.1476219323,5800426.094298994,4.17
363413.3457220014,5800425.867213542,4.15
363412.5474746871,5800425.648930795,4.16
363411.77114997094,5800425.434492584,4.14
363410.99074103707,5800425.195682233,4.15
363410.20965403056,5800424.932405357,4.15
363409.4146308916,5800424.682870478,4.14
363408.6048979378,5800424.443760122,4.14
363407.7723728487,5800424.218637185,4.12
363406.92792451376,5800424.006087516,4.12
363406.07155293797,5800423.806111121,4.12
363405.2207544157,5800423.610432326,4.12
363404.3773569107,5800423.411209656,4.01
363403.5238365213,5800423.191121141,4.02
363402.6718974525,5800422.954294334,4.11
363401.847984456,5800422.69554448,4.12
363401.02710768866,5800422.423354928,4.11
363400.20839780173,5800422.155557354,4.09
363399.4012039358,5800421.909700257,4.09
363398.6322450676,5800421.71509347,4.08
363397.87183076434,5800421.533605698,4.08
363397.111296293,5800421.323184034,4.07
363396.3401426001,5800421.098588113,4.07
363395.5593899421,5800420.872032385,4.07
363394.7546059934,5800420.6639503725,4.06
363393.92281609983,5800420.490006168,4.06
363393.0824751848,5800420.351914271,4.05
363392.24962461856,5800420.238100362,4.05
363391.4038614192,5800420.1257574335,4.04
363390.54580517387,5800420.012642377,4.04
363389.6792935557,5800419.914230474,4.03
363388.80571985885,5800419.831596093,4.04
363387.91374972585,5800419.773957168,4.03
363387.01713423175,5800419.72089905,4.03
363386.1345163557,5800419.656323395,4.03
363385.264225394,5800419.569146753,4.02
363384.3866905419,5800419.466589394,4.02
363383.5148860277,5800419.3494046945,4.01
363382.64209199336,5800419.221117828,4.01
363381.76570680045,5800419.086252801,4.00
363380.88381004555,5800418.949314741,4.00
363380.00228312996,5800418.825722281,4.00
363379.10229815287,5800418.724901074,3.98
363378.19850624504,5800418.609716876,3.97
363377.3018995925,5800418.483203938,3.99
363376.41390230553,5800418.347548733,3.97
363375.5421959603,5800418.184730743,3.97
363374.6745800112,5800417.997314086,3.97
363373.7997509275,5800417.795628842,3.97
363372.91820191895,5800417.5974689415,3.95
363372.04891196714,5800417.423454832,3.95
363371.21042849857,5800417.278637275,3.94
363370.3769910437,5800417.14369676,3.93
363369.5302093673,5800416.994657601,3.93
363368.6827494371,5800416.821151944,3.92
363367.84932394605,5800416.588269742,3.93
363367.02209717664,5800416.308470914,3.92
363366.19552373776,5800416.003055692,3.91
363365.38693969557,5800415.707158711,3.91
363364.5873348914,5800415.415464854,3.91
363363.77318048396,5800415.090785198,3.90
363362.9551882028,5800414.750630411,3.89
363362.1527995023,5800414.432302711,3.89
363361.35319728334,5800414.116123843,3.88
363360.5482405768,5800413.778947011,3.87
363359.73396528896,5800413.425334004,3.87
363358.91191586247,5800413.086405308,3.86
363358.1117244564,5800412.773582205,3.86
363357.338782276,5800412.460003838,3.85
363356.5822234012,5800412.122598943,3.85
363355.8015437814,5800411.775846059,3.85
363354.98893559707,5800411.457802786,3.85
363354.16576373565,5800411.176780661,3.84
363353.35064325563,5800410.891083565,3.84
363352.5537309983,5800410.598203975,3.83
363351.7762939839,5800410.319253279,3.82
363350.99015794625,5800410.02162329,3.83
363350.18569016265,5800409.726727579,3.82
363349.36731717834,5800409.446686165,3.82
363348.5422550851,5800409.171282226,3.82
363347.71508752997,5800408.893710843,3.82
363346.89522552624,5800408.633744654,3.80
363346.07951542584,5800408.351403995,3.80
363345.2654172769,5800408.053437129,3.79
363344.44531124906,5800407.7600888545,3.78
363343.6141482967,5800407.485967832,3.78
363342.7522959709,5800407.236070261,3.79
363341.89053605136,5800406.989509203,3.79
363341.03552671475,5800406.740535182,3.77
363340.18776709284,5800406.45797106,3.77
363339.34629553906,5800406.156312165,3.76
363338.50138687226,5800405.85363573,3.75
363337.65381482797,5800405.553259229,3.74
363336.8064893487,5800405.261779832,3.74
363335.9545492956,5800404.975993394,3.73
363335.1009074894,5800404.678011558,3.72
363334.24723474035,5800404.378917745,3.72
363333.40022005304,5800404.074074601,3.72
363332.5516269407,5800403.761484533,3.72
363331.7078023583,5800403.448762392,3.70
363330.86255352374,5800403.133853931,3.69
363330.01659250597,5800402.817852381,3.70
363329.1666364742,5800402.505300668,3.68
363328.3109500859,5800402.207376661,3.67
363327.45396279206,5800401.911714817,3.68
363326.58688021323,5800401.6207849365,3.67
363325.71806218853,5800401.341033075,3.66
363324.84140844585,5800401.073741358,3.66
363323.9623071959,5800400.816534432,3.64
363323.0793651362,5800400.56833796,3.66
363322.19732007873,5800400.327907595,3.64
363321.3130770358,5800400.081973457,3.65
363320.42632482294,5800399.843899873,3.65
363319.5418320901,5800399.61355462,3.64
363318.6566580333,5800399.383228413,3.64
363317.7770262846,5800399.156087603,3.63
363316.88705256575,5800398.924781825,3.63
363316.00401446514,5800398.69773578,3.62
363315.11583478464,5800398.481962217,3.62
363314.2244647179,5800398.274068106,3.61
363313.32851095847,5800398.072979113,3.61
363312.4334542322,5800397.879656231,3.55
363311.5364462422,5800397.689726543,3.56
363310.64095484756,5800397.505319833,3.60
363309.7459287333,5800397.313109556,3.58
363308.8508717024,5800397.11978732,3.57
363307.9538017288,5800396.927634038,3.57
363307.0595183025,5800396.737629594,3.55
363306.1619519867,5800396.552168248,3.56
363305.26119530725,5800396.374586366,3.54
363304.3585490562,5800396.202621922,3.53
363303.4534245256,5800396.039630174,3.53
363302.54585256206,5800395.886723238,3.52
363301.63388198917,5800395.747294157,3.52
363300.71856686345,5800395.610183947,3.51
363299.8018275234,5800395.47088745,3.51
363298.88654312375,5800395.334889698,3.50
363297.9680375444,5800395.2056593,3.50
363297.04631078895,5800395.083196257,3.48
363296.1253885892,5800394.965162973,3.48
363295.20567459246,5800394.841531472,3.46
363294.28580632387,5800394.712339544,3.45
363293.36726962787,5800394.58199788,3.43
363292.44817501627,5800394.456123758,3.43
363291.5244350762,5800394.334830544,3.42
363290.6068262069,5800394.213367458,3.42
363289.68776227895,5800394.08860597,3.41
363288.77139239636,5800393.962656952,3.41
363287.8517088151,5800393.84013894,3.40
363286.9362668235,5800393.7230683295,3.39
363286.0221872534,5800393.605960099,3.37
363285.1025652068,5800393.485666836,3.38
363284.1946166594,5800393.368388891,3.36
363283.28741099,5800393.2533164555,3.36
363282.3754057719,5800393.137264334,3.35
363281.46302773315,5800393.032352475,3.32
363280.5571200878,5800392.939504045,3.31
363279.65220471006,5800392.833272549,3.31
363278.76525080344,5800392.710961361,3.30
363277.8873714428,5800392.571703991,3.27
363277.00741746975,5800392.431391344,3.27
363276.1073013961,5800392.326140346,3.25
363275.205570858,5800392.261001415,3.24
363274.2916705803,5800392.199539139,3.22
363273.3869682486,5800392.125579164,3.22
363272.49666695856,5800392.030073355,3.19
363271.6018771754,5800391.920223526,3.18
363270.7131567744,5800391.807979547,3.15
363269.822176673,5800391.68800758,3.16
363268.9238263188,5800391.572692119,3.14
363268.01544246695,5800391.464332999,3.13
363267.11644162895,5800391.350148882,3.14
363266.2175949921,5800391.241525531,3.12
363265.3137020021,5800391.123025544,3.12
363264.4103667966,5800391.000058345,3.10
363263.4996021626,5800390.85503789,3.07
363262.59450583503,5800390.693165723,3.06
363261.6979570064,5800390.519926851,3.06
363260.87730302685,5800390.35459953,3.05
363260.0979551007,5800390.203708132,3.05
363259.2967124925,5800390.074570778,3.03
363258.4943850287,5800389.955480428,3.02
363257.6723942137,5800389.840274627,3.00
363256.84696631925,5800389.724051337,2.98
363256.01286741666,5800389.614746584,2.97
363255.1922339764,5800389.548474469,2.95
363254.37797598017,5800389.515414894,2.94
363253.5613941068,5800389.49688861,2.92
363252.7294547779,5800389.465432801,2.92
363251.8838006053,5800389.406533226,2.91
363251.0342465688,5800389.3299343735,2.89
363250.1808235124,5800389.2367483685,2.87
363249.3012332827,5800389.158757155,2.86
363248.4257588432,5800389.106250356,2.86
363247.5341839744,5800389.038608733,2.83
363246.6365420926,5800388.948876074,2.82
363245.73190267576,5800388.85265986,2.81
363244.8348209631,5800388.733974611,2.78
363243.95430972474,5800388.573649679,2.78
363243.0819139783,5800388.386388321,2.78
363242.2100451196,5800388.193547617,2.76
363241.33080358745,5800388.02984899,2.75
363240.4479374048,5800387.882945723,2.74
363239.55398623575,5800387.729672309,2.73
363238.64829969476,5800387.571159778,2.73
363237.7508496456,5800387.414644837,2.71
363236.8543300149,5800387.242522576,2.70
363235.96629611624,5800387.056809321,2.69
363235.0860358492,5800386.856411847,2.67
363234.2041637927,5800386.671640913,2.67
363233.32907080237,5800386.510054533,2.67
363232.4433556709,5800386.358779821,2.64
363231.5649797992,5800386.201736741,2.65
363230.67313341,5800386.050632461,2.63
363229.78497086914,5800385.909442909,2.62
363228.89467198355,5800385.764973865,2.62
363227.99607475754,5800385.616283332,2.60
363227.0942255778,5800385.473248076,2.61
363226.19683406973,5800385.343445003,2.60
363225.29702614935,5800385.224838902,2.57
363224.3931924733,5800385.108570624,2.56
363223.48232802935,5800385.009192244,2.56
363222.5657953008,5800384.926665957,2.56
363221.6520183439,5800384.8451763475,2.55
363220.7351437637,5800384.774902621,2.55
363219.8215827562,5800384.701198189,2.53
363218.9037491258,5800384.620934628,2.51
363218.00328586315,5800384.552431954,2.51
363217.09932379803,5800384.480687608,2.49
363216.188361866,5800384.42694529,2.49
363215.27170082834,5800384.388942955,2.47
363214.3491555245,5800384.36000789,2.44
363213.42490824754,5800384.318877487,2.43
363212.51481262513,5800384.27178966,2.41
363211.6093644608,5800384.195635648,2.44
363210.6983760382,5800384.091811144,2.42
363209.78323841956,5800383.985875997,2.39
363208.87317804527,5800383.890929881,2.38
363207.9709815986,5800383.809121411,2.36
363207.0596203939,5800383.716437678,2.35
363206.1452564261,5800383.613820658,2.35
363205.21993088356,5800383.509282061,2.41
363204.3138342678,5800383.40977487,2.37
363203.4216732308,5800383.29652538,2.31
363202.53614156164,5800383.151928734,2.30
363201.6509515628,5800382.995080022,2.28
363200.749378715,5800382.862058641,2.28
363199.84291147685,5800382.749206831,2.25
363198.9526087063,5800382.62922871,2.23
363198.067755788,5800382.509099496,2.22
363197.1910159423,5800382.386519315,2.22
363196.31235579576,5800382.2684444925,2.20
363195.42276273953,5800382.17404576,2.20
363194.52366317844,5800382.081024009,2.16
363193.62685421976,5800381.996842655,2.20
363192.72598866257,5800381.91388703,2.16
363191.82233638316,5800381.828782959,2.12
363190.9153087425,5800381.744885713,2.11
363190.00880580366,5800381.679894667,2.10
363189.1032001424,5800381.622669718,2.08
363188.1983065582,5800381.566538146,2.02
363187.28777783643,5800381.503885287,2.02
363186.38164519065,5800381.452240342,2.00
363185.46863840264,5800381.39856041,1.98
363184.5593177278,5800381.330309639,1.98
363183.65327973664,5800381.257516013,1.95
363182.7502774771,5800381.171282572,1.91
363181.857061585,5800381.069195987,1.98
363180.97573750466,5800380.953423761,1.96
363180.0967061585,5800380.82200638,1.87
363179.2198419509,5800380.694980907,1.86
363178.3373095939,5800380.584807568,1.85
363177.43529701326,5800380.509677385,1.83
363176.5212690722,5800380.443784698,1.81
363175.62690439454,5800380.3740074355,1.83
363174.7348962788,5800380.266323718,1.85
363173.8463560493,5800380.160769847,1.82
363172.9626153132,5800380.056195887,1.78
363172.0905173244,5800379.9535248475,1.78
363171.2140231507,5800379.839846226,1.74
363170.3377470961,5800379.709467059,1.68
363169.46723167296,5800379.56557241,1.65
363168.6096309057,5800379.395720948,1.65
363167.74162626616,5800379.219480582,1.65
363166.9004677039,5800379.052511911,1.66
363166.0746070922,5800378.871762992,1.69
363165.2587797545,5800378.6840578215,1.59
363164.4985031347,5800378.5081664,1.61
363163.77055542613,5800378.318021907,1.67
363163.0630159691,5800378.10171251,1.68
363162.38691009197,5800377.838898552,1.59
363161.74926425645,5800377.561661276,1.60
363161.14939924766,5800377.245534041,1.56
363160.4918221898,5800376.839744935,1.60
363159.8485241921,5800376.383475559,1.65
363159.2243665332,5800375.879929875,1.58
363158.6124750657,5800375.327072763,1.57
363158.02814577566,5800374.735609344,1.60
363157.4680650884,5800374.108970528,1.61
363156.9469095176,5800373.460104581,1.66
363156.4543987352,5800372.787070938,1.60
363155.9758851024,5800372.102518984,1.65
363155.45346127637,5800371.43254183,1.66
363154.9030407577,5800370.810086998,1.60
363154.34849781054,5800370.23560467,1.57
363153.80726879125,5800369.674108495,1.58
363153.2869728316,5800369.105353357,1.61
363152.7840493615,5800368.523873224,1.60
363152.3017193306,5800367.922900801,1.65
363151.834874431,5800367.29033516,1.71
363151.3857127591,5800366.631680158,1.68
363150.94661717105,5800365.942695354,1.61
363150.53201721306,5800365.227432046,1.61
363150.1594398853,5800364.478725766,1.65
363149.84071329655,5800363.70515193,1.63
363149.5670739689,5800362.910292764,1.65
363149.302200031,5800362.087365835,1.63
363149.0119637557,5800361.284063664,1.63
363148.6987176179,5800360.511450712,1.64
363148.3779140215,5800359.761307133,1.67
363148.0809826884,5800359.03609926,1.67
363147.8034019553,5800358.344856444,1.81
363147.5504325855,5800357.72972574,1.85
363147.31622327305,5800357.176400899,1.80
363147.103377451,5800356.655872245,1.77
363146.9136938002,5800356.13470053,1.72
363146.7533343795,5800355.613827651,1.82
363146.6200702139,5800355.0866376255,1.77
363146.54428517335,5800354.468813626,1.83
363146.5621777271,5800353.762689574,1.84
363146.6868728597,5800353.023549917,1.84
363146.90827157727,5800352.305097935,1.86
363147.1457653233,5800351.675237254,1.87
363147.36668533704,5800351.135987852,1.89
363147.6555713251,5800350.638257585,1.96
363148.0463658453,5800350.127681221,1.92
363148.4592689682,5800349.627620852,1.94
363148.9276904857,5800349.162747388,1.97
363149.4781988623,5800348.732323219,1.97
363150.0905131829,5800348.317990831,2.00
363150.7394274765,5800347.920450031,2.07
363151.41661047074,5800347.558852739,2.12
363152.1213191633,5800347.230993641,2.12
363152.8419106655,5800346.934970027,2.10
363153.5736182608,5800346.646428754,2.10
363154.3037144559,5800346.373514,2.13
363155.05223716365,5800346.076715293,2.12
363155.80939999525,5800345.771886,2.19
363156.562104968,5800345.4538248675,2.20
363157.3074398567,5800345.140420363,2.24
363158.0420622078,5800344.809505746,2.05
363158.7861603106,5800344.476102228,2.26
363159.5537892359,5800344.179886796,2.27
363160.3361874572,5800343.899956128,2.33
363161.1367611851,5800343.636215673,2.27
363161.9356617398,5800343.38587752,2.34
363162.71310218575,5800343.148377983,2.34
363163.4904789114,5800342.933139872,2.37
363164.29445506376,5800342.7182764625,2.44
363165.08963891474,5800342.481397731,2.43
363165.88807675114,5800342.21437843,2.48
363166.67738065694,5800341.937596027,2.48
363167.4679524532,5800341.681925115,2.54
363168.2646225774,5800341.449457556,2.55
363169.0663084476,5800341.225754708,2.55
363169.87257578585,5800341.019732442,2.57
363170.68844233884,5800340.815669801,2.62
363171.5074990764,5800340.60372791,2.63
363172.32581289404,5800340.389580825,2.65
363173.1502271001,5800340.174151567,2.66
363173.9876755158,5800339.986185059,2.70
363174.81462540035,5800339.812978807,2.72
363175.6498737418,5800339.643994256,2.75
363176.4844696496,5800339.500626416,2.76
363177.3191560934,5800339.38508062,2.76
363178.1636556876,5800339.30376485,2.78
363179.0104459878,5800339.231289454,2.81
363179.8526219444,5800339.164507167,2.83
363180.7030654495,5800339.100834473,2.85
363181.5426090686,5800339.037464471,2.85
363182.3859580705,5800339.012943162,2.86
363183.2328963579,5800339.019485713,2.86
363184.0584669855,5800339.042203158,2.87
363184.89391455846,5800339.076889339,2.89
363185.73834175325,5800339.115778332,2.88
363186.5623624817,5800339.156346833,2.89
363187.40074887965,5800339.223228184,2.91
363188.2325058436,5800339.321457013,2.93
363189.05100829527,5800339.433409575,2.92
363189.8910018373,5800339.533636027,2.92
363190.7273421887,5800339.625060204,2.94
363191.55575450853,5800339.7256083675,2.93
363192.38856072223,5800339.861649964,2.94
363193.2082049992,5800340.01475164,2.95
363194.035435497,5800340.170981832,2.95
363194.8702235493,5800340.304742882,2.97
363195.7065614358,5800340.420653439,2.97
363196.5376962493,5800340.545612349,2.98
363197.3780575611,5800340.683671047,2.99
363198.2148582782,5800340.816263822,2.99
363199.05088732904,5800340.921053747,3.00
363199.88236368465,5800341.033760994,3.00
363200.71399208717,5800341.176514518,3.00
363201.55165680026,5800341.340247207,3.01
363202.3933185595,5800341.476044705,3.01
363203.2421675504,5800341.576027643,3.02
363204.0937392273,5800341.700420642,3.02
363204.93967122573,5800341.867263393,3.03
363205.7812356778,5800342.048696182,3.04
363206.6111571995,5800342.228226268,3.04
363207.43123262154,5800342.39689997,3.05
363208.2330378633,5800342.570532729,3.05
363209.05831620935,5800342.730158502,3.06
363209.892234623,5800342.88175381,3.07
363210.7229650767,5800343.01674308,3.07
363211.5620247065,5800343.157066231,3.07
363212.40399442514,5800343.303986623,3.09
363213.2369536193,5800343.445592319,3.08
363214.06334721856,5800343.596284158,3.09
363214.8878204764,5800343.751481325,3.09
363215.72477207845,5800343.914123192,3.10
363216.56754619995,5800344.065473868,3.11
363217.4153690217,5800344.202215897,3.11
363218.26777532964,5800344.332153025,3.13
363219.1182589774,5800344.491081029,3.13
363219.954125538,5800344.663770494,3.12
363220.79438808945,5800344.847467878,3.13
363221.63737554406,5800345.031089788,3.14
363222.480859017,5800345.208020221,3.14
363223.3268205215,5800345.375978226,3.15
363224.17832448217,5800345.54712151,3.14
363225.02790573507,5800345.747255666,3.15
363225.8480676859,5800345.968239847,3.15
363226.6465508668,5800346.218763065,3.15
363227.424378312,5800346.486554189,3.16
363228.23184090666,5800346.741280406,3.18
363229.0572981803,5800346.956553297,3.17
363229.8977450868,5800347.146924938,3.17
363230.74413558346,5800347.354939421,3.18
363231.53834804345,5800347.574418581,3.19
363232.30044707365,5800347.815935438,3.19
363233.07217360224,5800348.08500968,3.20
363233.8828258238,5800348.331857468,3.21
363234.6965471443,5800348.541892026,3.20
363235.49782088876,5800348.745594223,3.21
363236.3109533885,5800348.958984305,3.22
363237.13188803906,5800349.183287804,3.22
363237.9539691027,5800349.399768798,3.23
363238.7850629329,5800349.597079277,3.25
363239.61079932016,5800349.797877462,3.25
363240.428669282,5800350.010023792,3.26
363241.2415520587,5800350.239003259,3.27
363242.0734502565,5800350.440743867,3.26
363242.9115769963,5800350.596679796,3.26
363243.7629249684,5800350.76226584,3.28
363244.60315457877,5800350.944855129,3.27
363245.41616529477,5800351.129312686,3.28
